Lat,Long,Month,Day,Year,"Chlorophyll a, total",Divinyl chlorophyll a,Chlorophyll b,19-Hexanoyloxyfucoxanthin,19-Butanoyloxyfucoxanthin,Fucoxanthin,Peridinin,Alloxanthin,Zeaxanthin
18.3,-21.056,6,2,1992,0.482,0.055,0.059,0.085,0.016,0.029,0.017,0.007,0.188
20.325,-18.366,6,5,1992,1.248,0,0.277,0.248,0.061,0.332,0.064,0.106,0.039
20.361,-18.341,6,6,1992,1.517,0,0.206,0.234,0.065,0.636,0.056,0.207,0.03
20.322,-18.344,6,13,1997,3.363,0,0,0.137,0.035,2.057,0.085,0,0.048
18.302,-21.071,6,16,1992,1.325,0,0.192,0.288,0.053,0.336,0.152,0.032,0.174
18.27,-21.114,6,18,1992,1.022,0,0.183,0.203,0.043,0.616,0.092,0.019,0.202
21.045,-31.088,6,21,1992,0.041,0.012,0,0.011,0.004,0.004,0.001,0,0.03
20.592,-31.085,6,23,1992,0.037,0.011,0.002,0.011,0.004,0.003,0,0,0.027
18.294,-21.05,5,31,1992,0.43,0.098,0.049,0.069,0.012,0.023,0.013,0.005,0.198
37.998,4.558,1,8,1995,0.30439,0.008510297,0.034588973,0.034585526,0.019244976,0.05851801,0.017332027,0.007345284,0.006321694
35.806,17.502,1,12,1995,0.13043,0.029263379,0.005911775,0.019634178,0.010551965,0.002601292,0.002241104,0.001214651,0.03509913
35.503,23.39,1,22,1995,0.175,0.011897252,0.018041004,0.042133555,0.018109649,0.01651405,0.003545632,0.004014677,0.011469178
-58,62.01,3,2,1994,0.056,NaN,0.022,0.018,0.003,0.03,0.002,0.002,0.001
-63.07,70.23,2,20,1994,0.091,NaN,0,0.011,0.002,0.056,0,0,0
28.117,-115.633,8,23,2000,0.18923,0.03187464,0.015828113,0.03318504,0.008739092,0.028350918,0.012404019,0.002929991,0.023092264
26.24,-114.055,8,23,2000,0.50442,0.12354782,0.05829635,0.075256647,0.026527164,0.039835215,0.005639139,0.017669325,0.208084596
25.733,-113.6,8,23,2000,0.20213,0.076373576,0.013140368,0.027785325,0.007051468,0.018898359,0.004025447,0.002356298,0.046703933
25.417,-113.317,8,23,2000,0.22653,0.145396834,0.008908789,0.021323632,0.007076774,0.007959807,0.002282824,0.000990374,0.077522936
24.917,-112.917,8,23,2000,0.18294,0.026200499,0.013695103,0.038046999,0.007653935,0.016512045,0,0.005069023,0.080535639
24.633,-112.55,8,24,2000,0.29602,0.148291479,0.016775375,0.051322895,0.008926582,0.012798385,0.005584398,0,0.110663609
23.967,-112.25,8,24,2000,0.37965,0.301830374,0.020916502,0.025107996,0.008537682,0.008018545,0.002165101,0,0.186368618
23.733,-112.067,8,24,2000,0.42084,0.334716333,0.018944811,0.041058588,0.011799229,0.008654672,0,0,0.190180909
22.483,-111.233,8,24,2000,0.27991,0.224212861,0.011903073,0.021112074,0.005961466,0.004831033,0,0,0.091323427
21.817,-110.8,8,24,2000,0.31039,0.234731152,0.01238611,0.035867743,0.006680428,0.004665153,0.00393408,0,0.081073998
21.483,-110.597,8,24,2000,0.3563,0.290004815,0.013448707,0.029934597,0.006387851,0.003919289,0.002710951,0,0.129658393
20.983,-110.233,8,24,2000,0.34008,0.235569382,0.015505217,0.0600481,0.007898869,0.005243967,0.00460771,0,0.111841306
20.583,-109.983,8,25,2000,0.25488,0.18692582,0.011224633,0.038487539,0.004889682,0.004411334,0.004222772,0,0.102895948
20.067,-109.6,8,25,2000,0.20432,0.164254744,0.008275557,0.021877139,0.004385872,0.002761295,0.002851211,0,0.090968651
19.817,-109.45,8,25,2000,0.20491,0.157447295,0.009202638,0.026006646,0.004675825,0.00241958,0.00299146,0,0.070537496
18.55,-108.65,8,25,2000,0.38809,0.3273792,0.01644125,0.021183393,0.003435405,0.002930668,0.003336324,0,0.11518886
17.983,-108.317,8,25,2000,0.40012,0.335394301,0.016515315,0.022769548,0.003843472,0.003225555,0.008568525,0,0.134309247
17.57,-108.002,8,25,2000,0.39572,0.327021293,0.01487078,0.025386999,0.00346742,0.002643159,0.004015446,0,0.139022288
16.575,-106.538,8,26,2000,0.35228,0.27844286,0.016605377,0.029460324,0.004562623,0.00342528,0.005160112,0,0.103072287
16.267,-105.983,8,26,2000,0.36027,0.257882629,0.018114419,0.034864833,0.004681574,0.004379978,0.00841306,0,0.115136975
16.033,-105.533,8,26,2000,0.33071,0.250254802,0.015718789,0.021609589,0.003121505,0.0035868,0.006554422,0,0.131308004
15.777,-105.013,8,26,2000,0.32088,0.23571972,0.015994756,0.027765218,0.004137927,0.005228705,0.005844665,0,0.138646506
15.489,-104.45,8,27,2000,0.25995,0.195506116,0.012058429,0.023613993,0.004964738,0.005230473,0.004184989,0,0.122714575
15.126,-103.724,8,27,2000,0.21224,0.163811449,0.008516564,0.01821228,0.003455913,0.003446629,0.004623305,0,0.107836058
14.369,-102.243,8,27,2000,0.54623,0.172047502,0.017422931,0.019587949,0.003555513,0.004060451,0.007067236,0,0.131978531
14.017,-101.55,8,27,2000,0.49291,0.424956469,0.019580607,0.021306753,0.004002949,0.003940516,0.009800378,0,0.170483553
13.8,-101.2,8,27,2000,0.46961,0.398270002,0.017344298,0.025404818,0.0036354,0.004402691,0.004520313,0,0.185709447
13.55,-100.695,8,27,2000,0.54101,0.434483815,0.021113771,0.04108488,0.005753935,0.006207916,0.006790702,0,0.15983568
13.291,-100.167,8,28,2000,0.41895,0.226406618,0.024364554,0.043170573,0.010779871,0.021817186,0.007441376,0,0.176365952
13.033,-99.683,8,28,2000,0.52971,0.310282147,0.033202102,0.082319133,0.020632573,0.016814555,0.007820981,0,0.183516553
12.934,-99.467,8,28,2000,0.31603,0.202638697,0.018392686,0.037657889,0.00784159,0.011026173,0.004155608,0,0.110080924
12.417,-98.486,8,28,2000,0.38675,0.240543333,0.0192108,0.041287102,0.008180498,0.012353084,0.006115069,0,0.097558331
12.133,-97.917,8,28,2000,0.28896,0.066114142,0.038515396,0.10691124,0.009693109,0.012175364,0.01384692,0,0.06012648
11.963,-97.576,8,28,2000,0.27408,0,0.062119681,0.18610543,0.02111211,0.043365564,0.018098122,0,0.105772633
11.714,-97.105,8,28,2000,0.38853,0.047073265,0.021276628,0.211307118,0.018503432,0.030744448,0.008272184,0,0.098754889
11.455,-96.618,8,28,2000,0.40633,0.167409975,0.023054105,0.12866112,0.012998991,0.016669194,0.007260862,0,0.144207766
11.216,-96.147,8,29,2000,0.88185,0.63149213,0.048800394,0.111630653,0.012484532,0.013957864,0.007504833,0,0.313446318
11.091,-95.899,8,29,2000,0.89526,0.722924456,0.0556874,0.090861463,0.0121266,0.013398075,0.006512988,0,0.287398375
10.405,-94.558,8,29,2000,0.41295,0.087609302,0.023182347,0.103474329,0.010969483,0.103218969,0.032608514,0,0.153805634
10.067,-93.933,8,29,2000,0.42307,0.08523389,0.044178374,0.124360208,0.019535598,0.034631687,0.020898553,0,0.173524041
9.998,-93.561,8,29,2000,0.36797,0.015643557,0.052406221,0.126948592,0.022272714,0.041937421,0.01192387,0,0.12432413
9.562,-92.988,8,29,2000,0.50108,0.041211114,0.052508473,0.250554754,0.05397274,0.067661269,0.018104908,0,0.151428681
9.266,-92.423,8,30,2000,0.35977,0.007215606,0.055522658,0.163294892,0.038191754,0.054671483,0.013227397,0,0.101652899
8.98,-91.871,8,30,2000,0.42875,0.007050843,0.010834136,0.343018538,0.019329578,0.052478847,0.007947148,0,0.049478913
8.835,-91.584,8,30,2000,0.16141,0.022818273,0.022506319,0.045090015,0.007384709,0.010332091,0.011257033,0,0.155306309
8.3,-90.159,8,30,2000,0.68845,0.399179799,0.051714553,0.076744923,0.017988346,0.019170954,0.018526326,0,0.315536752
8.739,-90.295,8,30,2000,0.42565,0.076979571,0.038895887,0.114692226,0.024041582,0.021938712,0.022239028,0,0.232872881
8.67,-90.565,8,31,2000,0.69955,0.225597695,0.069740972,0.152989062,0.027825311,0.035538712,0.033717514,0,0.344989605
8.624,-90.583,8,31,2000,1.28474,0.567820678,0.110476429,0.23992461,0.043645107,0.058676881,0.06446522,0,0.522018802
8.519,-90.601,8,31,2000,1.48606,0.462457695,0.117233266,0.426104814,0.080022599,0.108330396,0.076051164,0,0.570091797
8.411,-90.629,8,31,2000,2.28282,1.323391322,0.136733288,0.340305672,0.061999232,0.085651887,0.075563435,0,0.872630102
8.291,-90.66,8,31,2000,3.1946,2.278981243,0.17973704,0.278622689,0.060962305,0.067564294,0.070218847,0,1.232883932
8.22,-90.656,8,31,2000,4.07049,3.056329944,0.241562486,0.239621107,0.068748701,0.063635797,0.057343277,0,1.542186757
8.102,-90.681,8,31,2000,2.95603,2.214009356,0.171262237,0.202575096,0.050841718,0.055491525,0.040510328,0,0.969645062
7.871,-90.727,8,31,2000,1.00948,0.247026441,0.090901379,0.270693153,0.04091774,0.072180429,0.049654825,0,0.430158328
7.866,-90.727,9,1,2000,0.75707,0.096512927,0.03697035,0.449425989,0.082868158,0.085134418,0.019887277,0,0.067284655
7.755,-90.754,9,1,2000,0.59279,0.125309336,0.044706486,0.244826143,0.063045388,0.052591591,0.017523661,0,0.06453792
7.638,-90.784,9,1,2000,0.48246,0.13715184,0.040403654,0.176162523,0.04661376,0.036273801,0.023895025,0,0.064150214
7.522,-90.817,9,1,2000,0.60837,0.210886504,0.045030653,0.22537853,0.06627264,0.039267773,0.014422437,0,0.067783881
6.344,-91.077,9,1,2000,0.48657,0.362033157,0.026601779,0.068771475,0.022654326,0.007698374,0.007663144,0,0.078571647
5.853,-91.178,9,1,2000,0.49113,0.4045056,0.023097823,0.047409734,0.01703942,0.006292778,0.00267005,0,0.10063238
5.264,-91.311,9,1,2000,0.43068,0.357353325,0.018288781,0.0414503,0.012592342,0.005380353,0.00191875,0,0.104507766
4.687,-91.433,9,1,2000,0.51381,0.435134288,0.023029261,0.0416711,0.01354531,0.006003572,0.00465859,0,0.130908525
4.048,-91.571,9,2,2000,0.66133,0.515330891,0.041537079,0.085031911,0.028957641,0.012794634,0.004213328,0,0.13495488
3.488,-91.688,9,2,2000,0.5181,0.389026415,0.036567472,0.075976767,0.026861291,0.010750638,0.004071159,0,0.117525299
3.181,-91.741,9,2,2000,0.55525,0.408225031,0.037179773,0.075976767,0.031527606,0.012401927,0.005212934,0,0.116706173
1.566,-92.1,9,2,2000,0.50383,0.297396089,0.044935747,0.085010813,0.030931066,0.013872915,0.020707557,0,0.086536186
1.037,-92.212,9,2,2000,0.45538,0.204819014,0.04716576,0.09118493,0.032980711,0.022143963,0.029532502,0,0.079482865
0.296,-92.419,9,2,2000,0.51757,0.264278802,0.049761645,0.110456796,0.026631628,0.025368268,0.041607025,0,0.139273942
-0.307,-92.504,9,3,2000,0.43718,0.143383613,0.061106389,0.123854646,0.0390167,0.054700845,0.021305459,0,0.104017541
-0.31,-92.45,9,3,2000,0.42701,0.11912285,0.08158589,0.071962873,0.032724123,0.045822497,0.017159018,0.02121446,0.058208953
-0.292,-92.323,9,3,2000,0.50366,0.121872089,0.08145859,0.091847732,0.035539847,0.059337779,0.025864007,0.023192975,0.074193354
-0.269,-92.183,9,3,2000,0.36191,0,0.137830393,0.070141373,0.030498887,0.057202962,0.014510757,0.040695427,0.048679747
-0.247,-92.046,9,3,2000,0.42996,0,0.171182288,0.060452562,0.028061715,0.046279033,0.013012867,0.031498493,0.059732651
-0.222,-91.883,9,3,2000,0.37602,0,0.179583271,0.054089503,0.029073667,0.033892153,0.007988361,0.024977101,0.06085373
-0.205,-91.756,9,3,2000,0.27725,0,0.109533946,0.026840662,0.011396986,0.01792954,0.00579715,0.009986389,0.026655472
-0.187,-91.611,9,3,2000,0.30952,0,0.138764406,0.015156993,0.008083178,0.022983851,0.007613291,0.016939981,0.037706523
-0.199,-91.472,9,3,2000,0.35242,0,0.113914672,0.062735553,0.01589318,0.071688022,0.007588465,0.028398608,0.032183844
-0.288,-91.384,9,3,2000,0.65633,0,0.114168045,0.060188151,0.022511094,0.324494491,0.015141781,0.097827487,0.025348891
-0.414,-91.324,9,3,2000,0.36554,0,0.126361019,0.042943857,0.016137985,0.053822106,0.008117592,0.084370234,0.02515123
-0.578,-91.254,9,3,2000,0.79226,0,0.115335427,0.082476547,0.039151568,0.386832871,0.024044473,0.062087487,0.01762522
-0.677,-91.375,9,3,2000,0.29863,0,0.043576279,0.031935011,0.015683275,0.101836279,0.010095034,0.041520543,0.00948917
-0.843,-91.529,9,4,2000,0.35185,0,0.076462192,0.029449898,0.016854966,0.081832231,0.009646638,0.034311181,0.010194307
-0.956,-91.526,9,4,2000,0.5655,0,0.165759293,0.029676993,0.017939007,0.067253559,0,0.046046355,0.016595096
-1.05,-91.402,9,4,2000,1.00384,0,0.334863315,0.052231479,0.046697057,0.146824722,0,0.081338902,0.043939334
-1.079,-91.261,9,4,2000,1.11352,0,0.336538158,0.073285909,0.040905064,0.223114426,0.014721622,0.052001682,0.11128771
-0.814,-90.4,9,5,2000,0.40968,0,0.065830839,0.110786567,0.04857811,0.049836793,0.022271687,0.021088387,0.068570445
-0.752,-90.514,9,5,2000,0.71785,0,0.097091408,0.199107282,0.059427126,0.060937764,0.025545332,0.08504995,0.127090694
-0.683,-90.608,9,5,2000,0.44762,0,0.06272774,0.143045805,0.049759434,0.050929496,0.033389358,0.035473831,0.096704908
-0.581,-90.606,9,5,2000,0.56721,0,0.08206234,0.196574489,0.055856573,0.095898195,0.032991606,0.053851803,0.110647345
-0.492,-90.535,9,5,2000,0.3978,0,0.05930822,0.15108864,0.052935092,0.048615204,0.037187944,0.028982668,0.076516644
-0.409,-90.428,9,5,2000,0.68175,0,0.095530962,0.243319501,0.055656603,0.107555141,0.024410166,0.07795738,0.118669328
-0.402,-90.317,9,6,2000,2.30659,0,0.120435416,0.175758899,0.045663449,1.291757135,0.015430951,0.052888365,0.070942102
-0.398,-90.214,9,6,2000,0.24703,0,0.049496796,0.141624268,0.054597857,0.06942365,0.026900294,0,0.053434627
-0.485,-90.121,9,6,2000,0.30424,0,0.047737049,0.131641831,0.053121176,0.094947885,0.030220063,0,0.05635008
-0.572,-90.034,9,6,2000,0.30517,0,0.051544633,0.117785637,0.050597939,0.086518638,0.028796673,0,0.05576122
-0.672,-89.926,9,6,2000,0.22672,0,0.052835453,0.118958266,0.045398199,0.049190154,0.02458493,0,0.061920268
-0.748,-89.843,9,6,2000,0.20903,0,0.049204398,0.100891691,0.04242557,0.037725455,0.020217756,0,0.05517984
-0.755,-89.838,9,6,2000,0.20035,0,0.043799308,0.1002887,0.043427386,0.028151933,0.024332897,0,0.048126207
-0.794,-89.794,9,6,2000,0.24324,0,0.05625408,0.113746515,0.050803245,0.033786597,0.024489801,0,0.058834761
-0.875,-89.699,9,6,2000,0.69141,0,0.067968447,0.143966043,0.063733797,0.050135353,0.039834999,0,0.054656082
-0.969,-89.622,9,6,2000,0.19278,0,0.054823077,0.134118385,0.059476242,0.044889064,0.03683002,0,0.041605105
-0.989,-89.517,9,6,2000,0.26747,0,0.053714813,0.139252019,0.057222742,0.049326653,0.03752774,0,0.038008454
-1.035,-89.411,9,6,2000,0.26307,0,0.053741671,0.154808149,0.061174326,0.067504409,0.038171475,0,0.041020554
-1.103,-89.3,9,6,2000,0.45517,0,0.05230924,0.24155665,0.068281095,0.119374228,0.049875383,0,0.035822593
-1.167,-89.201,9,6,2000,0.41899,0,0.049016368,0.244569032,0.068133695,0.113830737,0.048068084,0,0.037772021
-1.223,-89.115,9,6,2000,0.49936,0,0.0486552,0.269226866,0.072124861,0.127705519,0.042170613,0,0.038160365
-1.272,-89.046,9,6,2000,0.59434,0,0.055373107,0.287883887,0.081671051,0.13591548,0.060010802,0,0.047637514
-1.315,-88.98,9,7,2000,0.52161,0,0.055518328,0.263346305,0.079274169,0.120736814,0.063673175,0,0.063226169
-1.363,-88.914,9,7,2000,0.50933,0,0.053409898,0.242275932,0.077215503,0.114191277,0.055906531,0,0.055327186
-1.41,-88.838,9,7,2000,0.51558,0.047108881,0.05027435,0.199330712,0.065227435,0.090479367,0.050163345,0,0.049104136
-1.45,-88.772,9,7,2000,0.35842,0,0.052644748,0.198722032,0.064118757,0.09204739,0.044360283,0,0.053738768
-1.501,-88.701,9,7,2000,0.33687,0,0.053302058,0.192385072,0.061887293,0.088473801,0.039931602,0,0.052269209
-1.556,-88.63,9,7,2000,0.37021,0,0.046951966,0.200063413,0.059291132,0.092634128,0.03240526,0,0.043528391
-1.563,-88.625,9,7,2000,0.33463,0,0.048517574,0.190423033,0.052107795,0.09375293,0.038779155,0,0.046221611
-1.624,-88.533,9,7,2000,0.31909,0,0.049656045,0.156922873,0.050849012,0.072466538,0.031285708,0,0.053134817
-1.685,-88.442,9,7,2000,0.2744,0,0.045485224,0.138726497,0.042304387,0.066263844,0.027405008,0,0.052930203
-1.74,-88.358,9,7,2000,0.43916,0.063303851,0.045758288,0.127757403,0.043403498,0.069266925,0.016796004,0,0.058099602
-1.793,-88.275,9,7,2000,0.2793,0,0.039679546,0.12104448,0.040220807,0.062750177,0.020220391,0,0.049939513
-1.852,-88.185,9,7,2000,0.25949,0,0.038347155,0.101541946,0.037441518,0.048770746,0.01761629,0,0.051890969
-1.909,-88.099,9,7,2000,0.28603,0.042899408,0.037823263,0.086036852,0.03572957,0.042568566,0.013547944,0,0.045116495
-1.965,-88.014,9,7,2000,0.29936,0.039355691,0.039842612,0.088852711,0.035470303,0.040110832,0.012697808,0,0.051988621
-2.019,-87.929,9,7,2000,0.28625,0.037036566,0.039207047,0.082307252,0.034360945,0.040610768,0,0,0.039174162
-2.072,-87.846,9,7,2000,0.32757,0.023954512,0.047892614,0.090688253,0.036616811,0.043442433,0.013030817,0,0.03764966
-2.133,-87.752,9,8,2000,0.33732,0.031115766,0.054621834,0.087706359,0.034550936,0.050693782,0.013416357,0,0.035236644
-2.188,-87.662,9,8,2000,0.38612,0.044132149,0.058615792,0.120177265,0.03928742,0.068527256,0.014481466,0,0.032072796
-2.249,-87.57,9,8,2000,0.3526,0.023063687,0.058775129,0.114696335,0.037007866,0.063119152,0.011989864,0,0.029038727
-2.312,-87.486,9,8,2000,0.41899,0.043446151,0.077449965,0.152210032,0.045232833,0.086730151,0.016463576,0,0.029765247
-2.376,-87.398,9,8,2000,0.49359,0.075692763,0.080950879,0.173026677,0.052724918,0.098372949,0.01739284,0,0.034324482
-2.781,-86.776,9,8,2000,0.65965,0.011943758,0.037262128,0.347188438,0.053453208,0.101788981,0,0,0.01430323
-2.846,-86.678,9,8,2000,0.78031,0.005790657,0.046431623,0.459512106,0.059852694,0.116006989,0.029529011,0,0.013513268
-2.905,-86.59,9,8,2000,0.84893,0.001743255,0.049079934,0.43504583,0.063167145,0.136446181,0.038422948,0,0.018945008
-2.967,-86.446,9,8,2000,0.85242,0.012523444,0.046938755,0.422953166,0.062182781,0.133564927,0.03305049,0,0.018679417
-3.039,-86.387,9,8,2000,0.7064,0.012176921,0.046919728,0.35989526,0.052813857,0.105489283,0.029268498,0,0.016723381
-3.095,-86.303,9,8,2000,0.51293,0.043495653,0.039895109,0.272913464,0.041601328,0.079943502,0.025439366,0,0.010618732
-3.159,-86.206,9,8,2000,0.65947,0.006076891,0.053555366,0.326557404,0.053489842,0.090288951,0.025985977,0,0.014670838
-3.228,-86.104,9,8,2000,0.49347,0.002682792,0.05812157,0.176107743,0.053730113,0.070912619,0.024974309,0,0.015232845
-3.293,-86.006,9,8,2000,0.56321,0.014493509,0.073592015,0.185331577,0.064367004,0.077174309,0,0,0.012480362
-3.355,-85.912,9,8,2000,0.26775,0.005847248,0.034136707,0.080083155,0.031977578,0.039214727,0.010077857,0,0.0062473
-3.42,-85.814,9,8,2000,0.24726,0.005238229,0.028190891,0.077682954,0.021048826,0.02890502,0.008954947,0,0.007101611
-3.483,-85.719,9,8,2000,0.33779,0,0.095772525,0.128270177,0.077061924,0.065404108,0.014823003,0,0.009648737
-3.055,-85.611,9,9,2000,0.34913,0,0.08893565,0.14015078,0.079885016,0.074433868,0.014935345,0,0.011509976
-3.615,-85.52,9,9,2000,0.33648,0,0.087159181,0.132012324,0.084190192,0.085746687,0.011486154,0,0.009423807
-3.681,-85.421,9,9,2000,0.30142,0,0.080988793,0.117453901,0.075744067,0.079569064,0.018320104,0,0.00907008
-3.747,-85.322,9,9,2000,0.19547,0.001339222,0.041162746,0.08600294,0.052814556,0.054294006,0.008045001,0,0.007865816
-4.054,-84.86,9,9,2000,0.45704,0.16881408,0.009967993,0.11978534,0.052541671,0.044810054,0.015859088,0,0.072898203
-4.115,-84.767,9,9,2000,0.48976,0.227332744,0.061744677,0.129189812,0.051699706,0.040378337,0.012762575,0,0.063087695
-4.178,-84.672,9,9,2000,0.3444,0.184705839,0.062305645,0.118497271,0.048630789,0.033129062,0.013242542,0,0.090173622
-4.234,-84.588,9,9,2000,0.26704,0.162487641,0.05639529,0.099078654,0.042348815,0.027636426,0.008900217,0,0.08240788
-4.294,-84.498,9,9,2000,0.38446,0.212051141,0.056204115,0.110464655,0.046049593,0.02730854,0.00964099,0,0.074362091
-4.367,-84.388,9,9,2000,0.3653,0.221512007,0.05710147,0.114960357,0.049158207,0.026327821,0.011079963,0,0.081557247
-4.426,-84.299,9,9,2000,0.59476,0.299658943,0.073079375,0.127075781,0.041748815,0.031090404,0.012182869,0,0.106324354
-4.485,-84.21,9,9,2000,0.69776,0.348037954,0.083075877,0.156333589,0.051228927,0.034888967,0.011967695,0,0.127571565
-4.542,-84.074,9,9,2000,0.7184,0.393547903,0.085960409,0.155924004,0.057253395,0.035411676,0.010519256,0,0.121910668
-4.6,-84.036,9,9,2000,0.56756,0.194921347,0.078493194,0.15182822,0.069455129,0.037515639,0.011680566,0,0.073735993
-4.656,-83.952,9,10,2000,0.42693,0.082662631,0.061835319,0.133544618,0.071825637,0.03157478,0.00773443,0,0.039275833
-4.718,-83.859,9,10,2000,0.37537,0.048447728,0.066260696,0.096219661,0.068933135,0.035605909,0.005192819,0,0.02496451
-4.771,-83.779,9,10,2000,0.35739,0.039214616,0.069894318,0.090277212,0.068896677,0.03479069,0.009250359,0,0.023505622
-4.827,-83.694,9,10,2000,0.37196,0.053935892,0.071363007,0.101280357,0.067140681,0.032602761,0.007304193,0,0.027538002
-5.192,-83.143,9,10,2000,0.46586,0.023319572,0.098699297,0.161060584,0.0470041,0.048702698,0.004725723,0,0.015210061
-5.243,-83.066,9,10,2000,0.58808,0.020940793,0.117191442,0.182829098,0.046885507,0.100020681,0.007004383,0,0.016658835
-5.306,-82.971,9,10,2000,0.41031,0,0.047318958,0.05592864,0.010505213,0.116768863,0.001575293,0,0.009589395
-5.358,-82.893,9,10,2000,2.62506,0,0.045789812,0.01823904,0.008333135,1.772096819,0,0.015342966,0.014941619
-5.417,-82.804,9,10,2000,1.48097,0,0.038076026,0.015695631,0.008087657,1.332045574,0,0.01761956,0.012643464
-5.474,-82.713,9,10,2000,2.62854,0,0.14784403,0.0475176,0.033365932,2.447584574,0.066272015,0,0.0220896
-5.538,-82.621,9,10,2000,1.43778,0,0.117725162,0.058005374,0.023418883,3.791164755,0.031253162,0.091596725,0.029706747
-5.596,-82.533,9,10,2000,1.68295,0,0.185608438,0.362066989,0.035254143,0.677690309,0.02057126,0.147114657,0.038175713
-5.649,-82.453,9,10,2000,1.47061,0,0.209285887,0.43702954,0.057197343,0.30578083,0.011960875,0.107395381,0.030567713
-5.706,-82.367,9,10,2000,1.1548,0,0.214027608,0.386442793,0.062065766,0.168368468,0.006917932,0.072154234,0.026065494
-5.76,-82.286,9,10,2000,1.02849,0,0.227051276,0.354529585,0.059396966,0.126506943,0.004919547,0.05993203,0.025105947
-5.81,-82.211,9,10,2000,0.94599,0,0.200888908,0.355830117,0.056871583,0.098861916,0.006196108,0.061328484,0.018577518
-5.861,-82.133,9,11,2000,0.86495,0,0.186490008,0.33127526,0.050828875,0.087192272,0,0.064878023,0.027033147
-5.91,-82.059,9,11,2000,0.79256,0,0.142815442,0.3790728,0.048132951,0.067281872,0.0024504,0.063345011,0.027547608
-5.964,-81.983,9,11,2000,0.67859,0,0.130541253,0.357408906,0.047641177,0.053290325,0.004284317,0.045676755,0.030656604
-6.002,-81.922,9,11,2000,0.59773,0,0.132828634,0.292539532,0.033289585,0.042759713,0.005089947,0.040854566,0.040508015
-6.331,-81.423,9,11,2000,3.8302,0,0.593696876,0.210057826,0.046037887,1.030175774,0.082728589,0.267366793,0.06116083
-6.398,-81.322,9,11,2000,2.27196,0,0.457182702,0.114081238,0.030104468,0.531923185,0.048724483,0.160457343,0.048530762
-6.463,-81.224,9,11,2000,2.79602,0,0.520405947,0.185090038,0.03260563,0.62812243,0.044558581,0.275464166,0.081462838
-6.522,-81.134,9,11,2000,2.60499,0,0.46173754,0.202334174,0.03145363,0.488909117,0.070789358,0.37492954,0.107129343
-6.583,-81.041,9,11,2000,2.42936,0,0.514390868,0.199433525,0.034117449,0.460797283,0.049876528,0.352723743,0.1502712
-6.645,-80.949,9,11,2000,5.16321,0,0.277550445,0.051335457,0.069801826,1.89438403,0.170926143,0.141768453,0.041916498
-6.702,-80.862,9,11,2000,8.79451,0,0.441924857,0.043944686,0.063327086,3.580445486,0,0.106310229,0.038264743
-6.757,-80.778,9,11,2000,9.70507,0,0.224298171,0.021901886,0.032832343,5.035836686,0,0.073920686,0.0305316
-6.812,-80.692,9,11,2000,10.8138,0,0.180104057,0.048706629,0.017075657,5.452125086,0,0.097446514,0.217173549
-6.869,-80.609,9,11,2000,3.33767,0,0.318730457,0.053495143,0.0313488,1.219138629,0.063212914,0.063667886,0.028794
-6.923,-80.527,9,11,2000,1.82115,0,0.446861887,0.083409464,0.02109754,0.275225117,0.197843276,0.115293147,0.032179608
-6.979,-80.442,9,12,2000,2.16313,0,0.457448604,0.114173253,0.024521525,0.405667608,0.210920196,0.126234249,0.033043562
-7.038,-80.353,9,12,2000,1.54121,0,0.373222596,0.071862928,0.022158113,0.254788483,0.172971442,0.114011366,0.025517389
-7.089,-80.275,9,12,2000,1.91217,0,0.282409947,0.078823789,0.021486792,0.444235789,0.122074642,0.100536045,0.015191275
-7.09,-80.272,9,12,2000,2.49529,0,0.217401102,0.05883437,0.028807789,0.704487849,0.167556453,0.091332091,0.020799487
-7.143,-80.195,9,12,2000,3.06504,0,0.219358596,0.047607985,0.028184196,0.844880649,0.106367547,0.066393917,0.023922204
-7.202,-80.105,9,12,2000,1.63022,0,0.199665962,0.0225264,0.014101313,0.427633449,0.054332785,0.044386143,0.027846068
-7.261,-80.016,9,12,2000,3.07831,0,0.187677419,0.01598074,0.014722732,0.904402551,0.030794626,0.021958415,0.018140287
-7.316,-79.932,9,12,2000,1.97128,0,0.149942943,0.012117826,0.00914477,0.590493011,0.01276397,0.013853977,0.020207955
-7.376,-79.842,9,12,2000,1.42394,0,0.070081947,0.004525992,0.005785177,0.405936951,0.012365932,0.006021872,0.011578958
-7.437,-79.749,9,12,2000,0.77832,0,0.013334921,0.003000996,0.006266287,0.273894838,0.024862053,0.006488355,0.008194619
-7.49,-79.669,9,12,2000,0.32307,0,0.012301155,0.00210437,0.004151615,0.11454883,0,0.008145011,0.008134732
-7.571,-79.605,9,12,2000,0.30596,0,0.014364226,0.008351366,0.003454506,0.091824136,0.045436211,0.020983562,0.008673555
-7.644,-79.567,9,12,2000,0.26316,0,0.022542158,0.003725706,0,0.090087306,0.029124272,0.018552272,0.009952211
-8.345,-79.041,9,14,2000,1.81056,0,0.068932347,0.006779185,0.009726747,0.441179547,0.162843713,0.070684528,0.01026163
-8.382,-79.011,9,14,2000,2.06031,0,0.0791184,0.007528302,0.014249026,0.474295155,0.369005887,0.078930611,0.012578717
-8.408,-79.061,9,14,2000,8.63874,0,0.187811143,0.014153657,0.008426057,2.295160114,0.158984229,0.093513257,0.014442857
